track_name,artist_name,track_id,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Can U Believe,Robin Thicke,6bTORCskFVRlnHXbVgnKEe,0.643,0.406,-7.772,0.0262,0.456,0.000375,0.144,0.349,82.07,4
Tambourine,Eve,1U16aNzvnlfARgjWXjKmQj,0.82,0.854,-4.153,0.22,0.239,0.0,0.359,0.574,102.623,4
Homecoming,Kanye West,4iz9lGMjU1lXS51oPmUmTe,0.667,0.747,-7.059,0.189,0.337,0.0,0.115,0.918,86.917,4
Get Me Bodied,Beyoncé,6fmeXejj4CNkAQ78yao7oE,0.865,0.829,-6.981,0.315,0.0673,0.0,0.253,0.651,96.511,4
And I Am Telling You I'm Not Going,Jennifer Hudson,26b2c6d8TBOSNQznQXFdQa,0.464,0.735,-5.202,0.0861,0.187,0.0,0.161,0.339,122.714,4
Crying Out for Me,Mario,3lMgczyYCjVDpJX8Wl2ilu,0.509,0.72,-6.935,0.0682,0.196,0.0,0.284,0.505,130.063,4
If I Was Your Man,Joe,5PH2eU6P5LdnwDezBu8334,0.71,0.477,-7.44,0.0397,0.167,1.24e-06,0.128,0.143,94.932,4
Hood Figga,Gorilla Zoe,1OeTY85K4i1I7kNnvESfeb,0.814,0.713,-5.089,0.107,0.0162,0.0,0.123,0.145,174.264,4
How Do I Breathe,Mario,174rZBKJAqD10VBnOjlQQ3,0.684,0.455,-8.216,0.0307,0.215,1.08e-06,0.263,0.487,97.956,4
Give It to Me,Timbaland,0wbDgMuAoy7O7pL3a69uZx,0.975,0.711,-3.904,0.0632,0.168,0.000552,0.0799,0.815,110.621,4
In My Songs,Gerald Levert,3dhLtvVebyoyX70R39F1qr,0.553,0.584,-5.699,0.156,0.375,0.0,0.336,0.392,105.844,3
30 Something,Jay-Z,1pahWZoPgPOK5yVfmCFxcF,0.876,0.681,-4.219,0.349,0.222,0.0,0.104,0.668,91.539,4
Wall To Wall,Chris Brown,5Zu4UO0QlderRYNPFkbJeO,0.596,0.54,-6.723,0.11,0.00398,0.0,0.127,0.579,188.003,4
Money In The Bank,Swizz Beatz,6dRJV7zQ6S8BDdzMdV0MPW,0.837,0.697,-5.955,0.299,0.0108,0.0,0.377,0.631,97.927,4
Just Dance,Lady Gaga,2x7MyWybabEz6Y6wvHuwGE,0.822,0.739,-4.541,0.0311,0.0264,4.26e-05,0.181,0.745,118.992,4
Single Ladies (Put a Ring on It),Beyoncé,2ZBNclC5wm4GtiWaeh0DMx,0.426,0.584,-5.293,0.296,0.0383,0.0,0.188,0.272,193.437,4
Like You'll Never See Me Again,Alicia Keys,3JHDtmFdX9kdx9wz0md98U,0.562,0.657,-8.074,0.0315,0.173,0.000272,0.102,0.266,127.808,4
I Remember,Keyshia Cole,1dObJGQUgJ7tWxJ0byON6W,0.422,0.736,-4.426,0.049,0.203,0.0,0.102,0.303,129.278,4
Take a Bow,Rihanna,3goSVuTt3fDYDP6kRnFwuL,0.697,0.467,-7.536,0.0715,0.248,0.0,0.0941,0.572,82.082,4
Whatever You Like,T.I.,1IAzD1muglOxOcPbUHs70R,0.68,0.687,-6.162,0.0709,0.0161,0.0,0.261,0.467,150.053,4
Miss Independent,Ne-Yo,34ceTg8ChN5HjrqiIYCn9Q,0.673,0.683,-5.693,0.115,0.522,0.0,0.235,0.713,171.86,4
Touch My Body,Mariah Carey,2aEuXA1KswHlCGPOuPmCOW,0.714,0.665,-7.736,0.0509,0.0996,0.0,0.226,0.842,78.515,4
Heartless,Kanye West,4EWCNWgDS8707fNSZ1oaA5,0.79,0.647,-5.983,0.136,0.0515,0.0,0.248,0.654,87.999,4
Suffocate,J. Holiday,6xlEwLvtwDXR3bfLPxnjv9,0.728,0.437,-8.357,0.175,0.661,0.0,0.0917,0.474,123.017,4
Dead and Gone,T.I.,7IhsLJMqdxoo7YAZjaSMru,0.713,0.746,-4.99,0.259,0.0402,0.0,0.601,0.47,135.021,4
A Milli,Lil Wayne,6ScJMrlpiLfZUGtWp4QIVt,0.674,0.695,-8.636,0.278,0.0387,0.00202,0.194,0.773,151.486,4
Day 'N' Nite,Kid Cudi,4ywmyUAQ0WAdNHXpoWWqfv,0.88,0.445,-6.154,0.066,0.515,4.57e-06,0.102,0.787,138.048,4
Just Fine,Mary J. Blige,33vzOPcd9FRirYGlCu32x4,0.923,0.795,-3.61,0.117,0.0394,0.000565,0.101,0.588,123.021,4
Heaven Sent,Keyshia Cole,2E90KUsor4U2abOJGFKtfx,0.642,0.742,-3.614,0.0429,0.0832,0.0,0.0887,0.407,78.858,4
Mad,Ne-Yo,6Hn9Uc1mMNfqChXU3txNke,0.727,0.649,-5.356,0.0338,0.661,0.0,0.111,0.669,129.992,4
I Luv Your Girl,The-Dream,3wkNK8tJZ2stygNJm8RCRD,0.723,0.322,-9.702,0.0341,0.014,0.0,0.119,0.0406,90.063,4
Sensual Seduction,Snoop Dogg,1wva1IlWLDNLgwipUWcmjy,0.756,0.829,-3.973,0.0682,0.003,3.46e-05,0.0578,0.504,120.163,4
Crying Out For Me,Mario,3lMgczyYCjVDpJX8Wl2ilu,0.509,0.72,-6.935,0.0682,0.196,0.0,0.284,0.505,130.063,4
Diva,Beyoncé,5Ssv6DaKrW0HczVqx6zXdl,0.875,0.551,-6.744,0.317,0.0488,0.00728,0.0537,0.861,146.092,4
With You,Chris Brown,5Lgcn7u07bHuqbOtXkN62u,0.662,0.693,-4.298,0.0698,0.134,0.0,0.145,0.655,86.009,4
Rehab,Rihanna,5X3ahLXhOw16BR09GjYPUT,0.583,0.792,-5.894,0.0533,0.00321,4.92e-05,0.315,0.397,80.055,4
Falsetto,The-Dream,2P1e3xpjDhYFqOFeu8IWzS,0.732,0.549,-4.194,0.0312,0.163,6.01e-05,0.122,0.479,131.006,4
The Way That I Love You,Ashanti,7LFcepuZqkpghbKnslItnx,0.544,0.895,-4.124,0.114,0.0188,0.00132,0.0571,0.463,79.788,4
Get Like Me,David Banner,2IBF9lQ9lgVai8LkskI5L7,0.609,0.751,-4.198,0.488,0.00312,0.0,0.228,0.653,60.896,3
If I Were a Boy,Beyoncé,26NX1wPt1TRCH536yocd6i,0.632,0.518,-6.126,0.0313,0.107,0.0,0.354,0.427,90.007,4
Beautiful,Akon,7rv0UuxMX7CpUUwEE1jVrd,0.743,0.948,-4.445,0.0893,0.122,0.0,0.112,0.614,130.024,4
Bust Your Windows,Jazmine Sullivan,56z2qI0gKcPthQF6l8AW3E,0.683,0.664,-4.233,0.0332,0.538,0.0,0.0671,0.866,106.991,4
Take You Down,Chris Brown,1vwUsp52io0AGQ5yv470IC,0.387,0.64,-5.817,0.081,0.107,0.0,0.319,0.617,59.989,4
Teenage Love Affair,Alicia Keys,34ClgyHf8Awds1ew9vMX26,0.636,0.826,-4.668,0.161,0.632,0.0,0.197,0.677,87.665,4
Closer,Ne-Yo,2XbfY2O2v3xwedUJ0J2kkr,0.711,0.753,-6.461,0.0766,0.028,2.96e-05,0.152,0.588,126.051,4
Dey Know,Shawty Lo,4vrpkkP4L5U9zUT67fn2ac,0.443,0.734,-5.406,0.402,0.0819,0.0,0.532,0.704,111.495,3
Superwoman,Alicia Keys,694V3efHIeLmVRZIDMGc4O,0.408,0.494,-8.291,0.0475,0.266,0.00297,0.11,0.135,161.701,4
Never,Jaheim,0mRwNBO4xlQGW6SSGXPHBV,0.537,0.337,-8.117,0.0728,0.224,0.0,0.107,0.605,105.367,4
One More Drink,Ludacris,3FKxzkeotnNsCjhpICJhz7,0.511,0.752,-4.609,0.281,0.051,0.0,0.29,0.602,96.791,4
Magic,Robin Thicke,1zy9PC4hGrVtCU7LoMOIqH,0.737,0.624,-6.487,0.0398,0.251,0.00295,0.101,0.651,107.959,4
Love Lockdown,Kanye West,1kxeWHF9PrCVZHvVskv8lg,0.76,0.524,-7.67,0.0323,0.0542,0.5,0.112,0.112,119.603,4
Get Silly,V.I.C.,7IxHyB6UoZW8EARDonolT2,0.846,0.814,-4.945,0.353,0.0769,0.0,0.0588,0.671,75.01,4
When It Hurts,Avant,00zqTWtvCWvDtAqoLRl6Sy,0.682,0.646,-5.509,0.0839,0.376,0.0,0.0705,0.253,128.279,4
Work That,Mary J. Blige,3j59mQGu5USFF16v8nPNmw,0.795,0.582,-4.472,0.068,0.03,2.76e-05,0.0806,0.627,93.107,4
Woman,Raheem DeVaughn,7aON8z3MgEECzYwTSqakXZ,0.751,0.48,-5.784,0.22,0.5,0.0,0.298,0.632,87.016,4
Last Time,Trey Songz,6UBqk9rh6e2Rj7LLzDjn6R,0.629,0.624,-7.957,0.0915,0.209,0.0,0.215,0.66,119.964,4
Moving Mountains,Usher,0Z4DAkZzXkupqCtT7BGU5F,0.72,0.734,-4.515,0.0316,0.0856,0.0,0.303,0.37,115.999,4
Never Never Land,Lyfe Jennings,0A0EfBP2fPsbZx1M8PxWWe,0.787,0.475,-8.5,0.0369,0.484,0.0,0.0819,0.694,119.985,4
Music For Love,Mario,5gikplVdSoYfG0YKCRuicp,0.705,0.423,-5.855,0.0451,0.106,0.0,0.209,0.466,123.431,4
Right Here (Departed),Brandy,06G1SCVVYRSDCFGMSnDvpv,0.568,0.682,-5.781,0.0439,0.256,0.0,0.231,0.366,92.99,4
Put It on Ya,Plies,5ttkU6LzjTQRV6i34b9KAd,0.579,0.595,-8.483,0.11,0.00372,0.0,0.0976,0.882,75.887,4
The Sweetest Love,Robin Thicke,3WSdAAMFQMhHP2v96Ld7Sq,0.621,0.333,-9.709,0.0486,0.411,0.0,0.106,0.266,71.963,4
Did You Wrong,Pleasure P,5klW2KKu4GaHWfTR01ywrj,0.598,0.786,-5.037,0.0405,0.04,0.0,0.252,0.367,105.03,4
Trading Places,Usher,5yC7WplXvhIHsp8NBYV5dT,0.696,0.643,-5.218,0.0447,0.000153,1.03e-05,0.156,0.332,146.005,4
Umma Do Me,Rocko,3YrVdQ19x8VDexsX7ytwJ2,0.475,0.605,-5.096,0.215,0.0833,0.0,0.267,0.291,137.074,4
Get Up,50 Cent,4lyphUu7lt4KKuf8jZKjjh,0.707,0.885,-2.635,0.174,0.0303,0.0,0.311,0.405,92.435,4
Never Would Have Made It,Marvin Sapp,3QdBvvYJ9k1CES1e9aYvaA,0.338,0.559,-7.053,0.118,0.252,0.0,0.38,0.276,168.489,4
Paper Planes,M.I.A.,1ixbwbeBi5ufN4noUKmW5a,0.447,0.848,-6.175,0.222,0.033,7.46e-05,0.65,0.485,172.253,4
Honey,Erykah Badu,2z4ypE6YI1mybsczNx4eRU,0.399,0.802,-7.869,0.35,0.0273,0.00387,0.187,0.437,87.818,4
Just Like Me,Jamie Foxx,2gvdJrKDUwtpqwDkTjqIR5,0.755,0.713,-4.753,0.15,0.151,0.0,0.269,0.741,151.047,5
Bye Bye,Mariah Carey,7q587HLz90L2PFrhKZjIYa,0.788,0.585,-4.884,0.0558,0.297,0.0,0.346,0.84,136.003,4
Knock You Down,Keri Hilson,58FUwmyGUqkt53YPUcm7cJ,0.588,0.877,-4.78,0.16,0.00952,0.0,0.171,0.645,155.165,4
Blame It,Jamie Foxx,08uGhvS5MfBk7crUCpnjva,0.673,0.614,-5.426,0.103,0.0782,0.0,0.139,0.362,176.052,4
Best I Ever Had,Drake,3QLjDkgLh9AOEHlhQtDuhs,0.395,0.922,-2.176,0.375,0.19,0.0,0.134,0.558,162.361,4
BedRock,Young Money,3iL2l5gUqyPS6vDwJFgJTR,0.733,0.664,-6.163,0.295,0.102,0.0,0.191,0.557,148.005,4
Birthday Sex,Jeremih,4NpDZPwSXmL0cCTaJuVrCw,0.679,0.522,-5.603,0.0427,0.297,0.0,0.151,0.445,60.014,4
How Low,Ludacris,1WtTLtofvcjQM3sXSMkDdX,0.785,0.498,-6.977,0.0533,0.00248,1.23e-06,0.224,0.418,143.96,4
Every Girl,Young Money,6klZDCEsQzMELAPyovvpUw,0.632,0.73,-5.895,0.245,0.00316,0.0,0.397,0.762,76.067,4
Pretty Wings,Maxwell,6HXtm1GNMRYMP5PjE6hY8r,0.629,0.481,-9.411,0.138,0.135,0.0,0.0786,0.57,115.152,4
Hard,Rihanna,3YJkAQNEhmCZGLdmPsu6Ye,0.31,0.746,-3.599,0.111,0.0121,0.0,0.649,0.163,182.032,4
Papers,Usher,77fP7UixHMYEIFT8NS92Ul,0.802,0.556,-5.395,0.0418,0.0339,0.0,0.0958,0.158,120.047,4
I Love College,Asher Roth,1akgiRM3mN2nxu2AX6ACCW,0.713,0.826,-4.075,0.243,0.0897,0.0,0.421,0.664,86.444,4
Empire State of Mind (Part II) Broken Down,Alicia Keys,5sra5UY6sD658OabHL3QtI,0.484,0.368,-7.784,0.0341,0.74,3.82e-05,0.118,0.142,92.923,4
Heartless,Kanye West,4EWCNWgDS8707fNSZ1oaA5,0.79,0.647,-5.983,0.136,0.0515,0.0,0.248,0.654,87.999,4
Mad,Ne-Yo,6Hn9Uc1mMNfqChXU3txNke,0.727,0.649,-5.356,0.0338,0.661,0.0,0.111,0.669,129.992,4
Boyfriend #2,Pleasure P,3taIcgVjePRzkdz0ZmJbOi,0.648,0.767,-5.052,0.0608,0.0219,0.0,0.19,0.796,141.906,4
Ego,Beyoncé,6GcuA4J9ruyClBizBd4m5E,0.623,0.389,-7.816,0.241,0.155,0.0,0.163,0.489,79.454,4
Day 'N' Nite,Kid Cudi,4ywmyUAQ0WAdNHXpoWWqfv,0.88,0.445,-6.154,0.066,0.515,4.57e-06,0.102,0.787,138.048,4
You Complete Me,Keyshia Cole,5T0LcVM6SwLX95hLedcseh,0.681,0.666,-4.984,0.0491,0.578,0.0,0.26,0.732,111.401,4
Wasted,Gucci Mane,2P3ukGmtWeQ3GnET5kEDIs,0.704,0.461,-13.869,0.333,0.0639,0.0,0.797,0.635,154.347,4
Obsessed,Mariah Carey,3IcIIZMMS7UArJJPtEHXG8,0.742,0.468,-5.557,0.0625,0.0465,0.0,0.826,0.369,86.443,4
If This Isn't Love,Jennifer Hudson,0o6IWuQ9Uxt69jKdVZ1eg2,0.587,0.778,-3.447,0.0441,0.21,0.0,0.106,0.403,129.868,4
I Am,Mary J. Blige,0a4HnQAiD08Yg8z30yfPhI,0.449,0.715,-3.636,0.271,0.11,0.0,0.532,0.516,169.916,4
Trust,Keyshia Cole,066H3CmDCFuQU1fwsecCDc,0.4,0.613,-4.697,0.0405,0.231,0.0,0.0856,0.567,141.286,4
It Kills Me,Melanie Fiona,6qU37BgVfPhpb2rhYzZWrF,0.618,0.764,-4.375,0.0411,0.228,0.0,0.0972,0.479,107.452,4
I Need a Girl,Trey Songz,5cU50IAoAFF7qFWOtdbEjr,0.602,0.785,-6.129,0.0578,0.245,0.0,0.19,0.565,84.038,4
Million Dollar Bill,Whitney Houston,78Liq9m8u6xjuamJIeznTd,0.714,0.747,-4.134,0.111,0.054,0.0,0.0845,0.765,119.899,4
Halo,Beyoncé,4JehYebiI9JE8sR8MisGVb,0.508,0.72,-5.908,0.0628,0.272,0.0,0.0563,0.472,79.983,4
Under,Pleasure P,48TPQWN8wy8vgJ0rKWM0z3,0.675,0.678,-7.151,0.0625,0.202,1.49e-06,0.144,0.474,119.986,4
Try Sleeping with a Broken Heart,Alicia Keys,1yK9LISg5uBOOW5bT2Wm0i,0.496,0.821,-5.155,0.112,0.158,0.246,0.13,0.549,110.977,5
sobeautiful,Musiq Soulchild,2PN3gbuBn5WBEwrEJH3xiu,0.689,0.562,-7.048,0.0637,0.0656,0.0,0.0885,0.21,133.987,4
There Goes My Baby,Charlie Wilson,6rZsGpXDr0WsUSFitx3v8N,0.596,0.827,-4.455,0.0541,0.0846,0.0,0.382,0.662,81.019,4
I Wanna Rock,Snoop Dogg,3vNiHPIipR4a4bZKA288CD,0.521,0.849,-3.238,0.318,0.168,0.0,0.289,0.431,122.852,5
"Lions, Tigers & Bears",Jazmine Sullivan,7zqM7Wm2xJLZ50qAnTLoHD,0.576,0.515,-6.178,0.0295,0.0788,0.0,0.118,0.407,95.406,3
Here I Stand,Usher,1oFEgr3Ujpwuiu4bn53B25,0.535,0.528,-5.763,0.0461,0.322,0.0,0.24,0.261,119.796,4
Not Anymore,LeToya,0Ku8qCpIpjEXMdRpljy9hX,0.631,0.587,-5.408,0.183,0.179,0.0,0.0619,0.513,135.963,4
Stanky Legg,GS Boyz,39G6pSCtq5FVEnQSgrujyV,0.619,0.852,-6.359,0.463,0.00233,0.172,0.283,0.533,100.082,4
The Point Of It All,Anthony Hamilton,3be5ey9pSoqLBu6UNtoRCc,0.672,0.457,-6.716,0.0781,0.731,2.02e-06,0.118,0.403,117.836,4
Make Me,Janet Jackson,2MygujSFpSG1E6sFkugksg,0.732,0.714,-5.772,0.217,0.0665,0.000124,0.238,0.674,128.49,4
Epiphany (I'm Leaving),Chrisette Michele,3oQ5kA2PGJlztciJk3SKA0,0.727,0.676,-4.556,0.25,0.304,0.0,0.5,0.391,163.021,4
I Look Good,Chalie Boy,65PAx3F8JYA1dJNufkn8Tm,0.821,0.64,-6.765,0.312,0.0984,0.0,0.258,0.966,178.052,4
Gangsta Luv,Snoop Dogg,1E8wif6bVXurUgxV8Gfwrw,0.59,0.735,-4.924,0.297,0.0277,0.0,0.0818,0.398,102.076,4
Plenty Money,Plies,7hakCyC6VG1kZPkBGrFqVI,0.342,0.664,-6.912,0.117,0.0416,0.0,0.15,0.319,73.05,4
Close To You,BeBe & CeCe Winans,2VUsmzlxjarwAVMCI2bm9x,0.566,0.589,-5.771,0.0365,0.196,0.0,0.28,0.41,77.02,4
I Look to You,Whitney Houston,1rAESNsSXvXpJh9hCjgHVX,0.55,0.373,-6.31,0.0286,0.717,0.0,0.096,0.101,101.84,4
Imma Star (Everywhere We Are),Jeremih,1QOxGqu6VTjx58nslWBFVW,0.66,0.361,-10.418,0.089,0.438,0.0,0.39,0.604,148.073,4
It Kills Me,Melanie Fiona,6qU37BgVfPhpb2rhYzZWrF,0.618,0.764,-4.375,0.0411,0.228,0.0,0.0972,0.479,107.452,4
Black and Yellow,Wiz Khalifa,5A6OHHy73AR5tLxgTc98zz,0.684,0.834,-4.524,0.0675,0.0646,0.0,0.271,0.538,164.02,4
Rude Boy,Rihanna,60jzFy6Nn4M0iD1d94oteF,0.563,0.75,-4.496,0.127,0.113,0.0,0.0788,0.812,173.906,4
Un-Thinkable (I'm Ready),Alicia Keys,4JOP8ELK6AaeySe7sKe996,0.596,0.505,-7.892,0.0619,0.732,1.97e-05,0.106,0.335,86.097,4
There Goes My Baby,Usher,6IUiqtI8tE49sqGbmtrNd8,0.626,0.52,-8.077,0.0892,0.175,0.0,0.13,0.257,77.468,4
Find Your Love,Drake,4BycRneKmOs6MhYG9THsuX,0.627,0.614,-6.006,0.17,0.0211,0.0,0.0286,0.758,96.038,4
Over,Drake,6BdgtqiV3oXNqBikezwdvC,0.35,0.845,-5.614,0.2,0.0107,0.0,0.123,0.45,99.643,5
No Hands,Waka Flocka Flame,7FZbqw1ODaDQeYGm3BqHhW,0.737,0.482,-8.242,0.0887,0.00863,0.0,0.429,0.311,131.522,4
How Low,Ludacris,1WtTLtofvcjQM3sXSMkDdX,0.785,0.498,-6.977,0.0533,0.00248,1.23e-06,0.224,0.418,143.96,4
Try Sleeping With A Broken Heart,Alicia Keys,1yK9LISg5uBOOW5bT2Wm0i,0.496,0.821,-5.155,0.112,0.158,0.246,0.13,0.549,110.977,5
Everything to Me,Monica,4ZOkuIDN8wRczzu1XUYC4y,0.308,0.529,-5.319,0.0874,0.479,0.0,0.441,0.485,80.794,4
Sex Therapy,Robin Thicke,6MmxDAqXSxFS9dLQs1l7DT,0.702,0.53,-4.384,0.0296,0.679,0.0,0.241,0.319,112.036,4
Your Love,Nicki Minaj,1w6kG4Rc29m5EherbvpkF5,0.422,0.52,-10.231,0.343,0.00204,0.00413,0.411,0.184,189.63,4
I Am,Mary J. Blige,0a4HnQAiD08Yg8z30yfPhI,0.449,0.715,-3.636,0.271,0.11,0.0,0.532,0.516,169.916,4
Love All Over Me,Monica,3jmrIQTRL9ea0Xv4yCvJEJ,0.514,0.628,-5.661,0.0451,0.546,0.0,0.161,0.422,129.539,4
Right Thru Me,Nicki Minaj,4dPP7GEqsI5yRy8w8CqWVi,0.381,0.683,-4.724,0.162,0.0869,0.00164,0.168,0.168,162.246,3
Neighbors Know My Name,Trey Songz,6jvvpPJQJy5rMOEkLlADl6,0.663,0.693,-5.776,0.0635,0.0379,0.0,0.162,0.391,120.026,4
Lay It Down,Lloyd,0npGoOENjn7vVvIMmvWekQ,0.527,0.796,-5.111,0.062,0.017,0.0,0.0798,0.534,155.99,4
Teach Me How to Dougie,Cali Swag District,61LtVmmkGr8P9I2tSPvdpf,0.846,0.438,-4.981,0.141,0.2,9.43e-05,0.0939,0.512,85.013,4
Soldier of Love,Sade,0bgsj8kz5zWbQ6njk2Oqoz,0.775,0.572,-8.427,0.0633,0.0117,0.0293,0.0847,0.64,90.023,4
Hello Good Morning,Diddy - Dirty Money,7yzSijmAyOMBcHrK6Tfsoe,0.616,0.954,-2.494,0.239,0.0597,0.0,0.669,0.571,103.915,4
I Wanna Rock,Snoop Dogg,3vNiHPIipR4a4bZKA288CD,0.521,0.849,-3.238,0.318,0.168,0.0,0.289,0.431,122.852,5
Power,Kanye West,2gZUPNdnz5Y45eiGxpHGSc,0.542,0.914,-4.747,0.113,0.0161,0.0,0.744,0.576,153.993,4
Imma Be,Black Eyed Peas,6QljzLQWrUBLWD98CFrwRF,0.597,0.519,-6.963,0.366,0.178,0.0,0.309,0.415,92.032,4
Champagne Life,Ne-Yo,7p8l7HiPoz90dg423iURKW,0.616,0.741,-4.155,0.131,0.143,0.0,0.347,0.593,193.069,3
O Let's Do It,Waka Flocka Flame,31j3TZTZFrHvhmlhs7mXk8,0.542,0.541,-4.041,0.463,0.0035,0.0,0.26,0.241,86.495,5
Fistful of Tears,Maxwell,3uMigZrW9l9De8roOy6CAn,0.744,0.62,-6.995,0.0558,0.176,0.0,0.101,0.701,123.032,3
Lemonade,Gucci Mane,6rUcS9i07F6okIe8wujs5J,0.741,0.658,-7.758,0.0853,0.643,3.43e-06,0.307,0.746,142.057,4
Roger That,Young Money,4UXpJDvdsfneLvT09oJocg,0.482,0.627,-7.561,0.116,0.00827,0.0,0.701,0.293,157.58,4
Intro,DaBaby,77KMttn3Lic7ZQKDlPqp8v,0.862,0.685,-7.699,0.242,0.0342,0.0,0.204,0.672,100.024,4
Sanguine Paradise,Lil Uzi Vert,3XiNC94b4Tq1xwv70sQJGN,0.729,0.603,-6.736,0.0666,0.0948,0.0,0.113,0.207,134.972,4
Falling,Trevor Daniel,0Aqi7ArnBrGblW5T6p2jmD,0.785,0.431,-8.756,0.0364,0.123,0.0,0.0887,0.236,127.085,4
Bop,DaBaby,6Ozh9Ok6h4Oi1wUSLtBseN,0.769,0.787,-3.909,0.367,0.189,0.0,0.129,0.836,126.77,4
Camelot,NLE Choppa,4sWuPniHClkInYAnzXAYUF,0.787,0.713,-5.252,0.401,0.0849,0.0,0.717,0.761,175.046,4
Woah,Lil Baby,598yNsG1JFrGd4n2kMoz7F,0.882,0.602,-5.554,0.245,0.0177,0.0,0.178,0.43,142.959,4
Selah,Kanye West,39JRmdKFka1Oe09FoOCPI4,0.482,0.618,-5.673,0.197,0.647,0.000859,0.32,0.146,90.076,3
Baby Sitter,DaBaby,4GNVqlyrwmk3T4U3syToTr,0.852,0.73,-5.803,0.0579,0.0219,0.0,0.336,0.394,92.508,4
Big Ole Freak,Megan Thee Stallion,3YEbLhXRDPTtctnb3ddg8g,0.799,0.699,-7.694,0.204,0.00867,0.0,0.132,0.627,142.979,4
Money,Cardi B,2GGMabyHXnJmjY6CXhhB2e,0.95,0.59,-6.508,0.29,0.00534,0.0,0.11,0.219,130.003,4
A Lot,21 Savage,2t8yVaLvJ0RenpXUIAC52d,0.837,0.636,-7.643,0.086,0.0395,0.00125,0.342,0.274,145.972,4
Saint-Tropez,Post Malone,05mDaV9Vb3wrzjF6OPZnhq,0.617,0.684,-3.618,0.0439,0.0545,0.0,0.104,0.295,132.113,4
Vibez,DaBaby,0fySG6A6qLE8IvDpayb5bM,0.768,0.652,-2.708,0.307,0.113,0.0,0.107,0.777,154.187,4
Omertà,Drake,3kCwyvhvVTyehIzYN2I0nF,0.646,0.899,-2.232,0.298,0.0337,0.0,0.232,0.685,164.119,4
Blinding Lights,The Weeknd,0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,4
Say So,Doja Cat,3Dv1eDb0MEgF93GpLXlucZ,0.787,0.673,-4.583,0.159,0.264,3.35e-06,0.0904,0.779,110.962,4
Savage,Megan Thee Stallion,55CHeLEfn5iJ0IIkgaa4si,0.843,0.741,-5.609,0.334,0.0252,0.0,0.096,0.68,168.983,4
Heartless,The Weeknd,6bnF93Rx87YqUBLSgjiMU8,0.537,0.746,-5.507,0.15,0.0236,1.01e-06,0.156,0.252,170.062,4
Blueberry Faygo,Lil Mosey,22LAwLoDA5b4AaGSkg6bKW,0.774,0.554,-7.909,0.0383,0.207,0.0,0.132,0.349,99.034,4
Good as Hell,Lizzo,6KgBpzTuTRPebChN0VTyzV,0.682,0.919,-3.18,0.0875,0.256,0.0,0.442,0.535,95.982,4
The Box,Roddy Ricch,0nbXyq5TXYPCO7pr3N8S4I,0.896,0.586,-6.687,0.0559,0.104,0.0,0.79,0.642,116.971,4
Yummy,Justin Bieber,41L3O37CECZt3N7ziG2z7l,0.687,0.514,-6.612,0.0897,0.366,0.0,0.116,0.494,145.921,4
Baby Pluto,Lil Uzi Vert,7hav1MHURQf5SAoPk0egqh,0.772,0.634,-6.101,0.212,0.135,0.0,0.432,0.671,160.052,4
Lo Mein,Lil Uzi Vert,6CUP2khYzdphXebxVTfPE3,0.855,0.676,-5.736,0.325,0.0888,0.0,0.144,0.509,133.082,4
Silly Watch,Lil Uzi Vert,5egD7A5x9AHdVO2fMo3Wbo,0.903,0.535,-6.238,0.286,0.0298,0.0,0.0851,0.157,130.117,4
Righteous,Juice Wrld,5dOxHHMOFAbG3VH23t0xNm,0.706,0.625,-7.426,0.0314,0.0417,0.0,0.129,0.225,142.948,4
Party Girl,StaySolidRocky,5RqR4ZCCKJDcBLIn4sih9l,0.728,0.431,-9.966,0.0622,0.749,0.0,0.0996,0.629,130.022,4
Playing Games,Summer Walker,4hWgC5BV5M7EtTleKVXNxw,0.759,0.413,-7.282,0.0494,0.7,0.0,0.14,0.403,115.893,4
P2,Lil Uzi Vert,3kW4z2pIj5VY5fLjBrMRL5,0.775,0.72,-5.353,0.193,0.0236,0.0,0.114,0.49,155.086,4
Underdog,Alicia Keys,7FsAFw1oZeTJUZmIzSh0cg,0.657,0.726,-4.74,0.0458,0.542,0.0,0.137,0.282,90.105,4
Myron,Lil Uzi Vert,56uXDJRCuoS7abX3SkzHKQ,0.771,0.654,-6.976,0.298,0.055,0.0,0.214,0.573,155.047,4
Roxanne,Arizona Zervas,696DnlkuDOXcMAnKlTgXXK,0.621,0.601,-5.616,0.148,0.0522,0.0,0.46,0.457,116.735,5
That Way,Lil Uzi Vert,5raTDhlbxFDnpn89bxArdH,0.719,0.611,-5.01,0.0403,0.0582,0.0,0.155,0.489,129.962,4
After Hours,The Weeknd,2p8IUWQDrpjuFltbdgLOag,0.664,0.572,-6.099,0.0305,0.0811,0.00604,0.121,0.143,108.959,4
Dior,Pop Smoke,79s5XnCN4TJKTVMSmOx8Ep,0.548,0.805,-5.732,0.351,0.212,0.000389,0.408,0.648,142.094,4
Alone Again,The Weeknd,6b5P51m8xx2XA6U7sdNZ5E,0.218,0.652,-7.953,0.0641,0.033,0.111,0.172,0.0599,65.375,4
