track_name,artist_name,cluster
"Sunrise, Sunburn, Sunset",Luke Bryan,2
Most People Are Good,Luke Bryan,0
Cry Pretty,Carrie Underwood,9
Hotel Key,Old Dominion,0
I Was Jack (You Were Diane),Jake Owen,0
Life Changes,Thomas Rhett,0
Best Shot,Jimmie Allen,6
Blue Tacoma,Russell Dickerson,2
Millionaire,Chris Stapleton,6
Hooked,Dylan Scott,3
"Woman, Amen",Dierks Bentley,2
Drunk Me,Mitchell Tenpenny,2
Kiss Somebody,Morgan Evans,0
Singles You Up,Jordan Davis,2
I Lived It,Blake Shelton,6
This Is It,Scotty McCreery,0
Rich,Maren Morris,0
Five More Minutes,Scotty McCreery,6
Weakness,Margo Price,2
For the First Time,Darius Rucker,2
Last Shot,Kip Moore,2
Desperate Man,Eric Church,0
Good Girl,Dustin Lynch,0
Born to Love You,Lanco,0
Criminal,Lindsay Ell,0
All on Me,Devin Dawson,0
Hangin' On,Chris Young,2
Kinda Don't Care,Justin Moore,2
Yours,Russell Dickerson,0
Turnin' Me On,Blake Shelton,6
The Long Way,Brett Eldredge,3
A Little Dive Bar in Dahlonega,Ashley McBryde,2
Lucky Penny,JD McPherson,0
Written in the Sand,Old Dominion,0
Shoot Me Straight,Brothers Osborne,3
Downtown's Dead,Sam Hunt,0
Famous,Mason Ramsey,2
Doin' Fine,Lauren Alaina,2
She's with Me,High Valley,0
David Ashley Parker from Powder Springs,Travis Denning,3
Greatest Love Story,Lanco,2
Like I Loved You,Brett Young,0
"Houston, We Got a Problem",Luke Combs,2
You Broke Up with Me,Walker Hayes,0
Sixteen,Thomas Rhett,0
Losing Sleep,Chris Young,0
Body Like a Back Road,Sam Hunt,0
Get to You,Michael Ray,2
Boy,Lee Brice,6
Three Chords & the Truth,Chase Rice,2
Highway Queen,Nikki Lane,3
Legends,Kelsea Ballerini,3
Round Here Buzz,Eric Church,0
I Hate Love Songs,Kelsea Ballerini,9
Happens Like That,Granger Smith,0
I Could Use a Love Song,Maren Morris,0
Burn Out,Midland,0
She Ain't in It,Jon Pardi,2
Female,Keith Urban,0
A Girl Like You,Easton Corbin,0
Unforgettable,Thomas Rhett,0
Take It from Me,Jordan Davis,0
Light It Up,Luke Bryan,0
Down to the Honkytonk,Jake Owen,0
Love Wins,Carrie Underwood,3
When It Rains It Pours,Luke Combs,0
The Difference,Tyler Rich,2
On My Way To You,Cody Johnson,2
Girl Like You,Jason Aldean,2
Whiskey Glasses,Morgan Wallen,2
Speechless,Dan + Shay,0
God's Country,Blake Shelton,3
Beer Never Broke My Heart,Luke Combs,0
The Bones,Maren Morris,6
Beautiful Crazy,Luke Combs,6
All to Myself,Dan + Shay,0
Rumor,Lee Brice,2
The Git Up,Blanco Brown,0
Knockin' Boots,Luke Bryan,1
Even Though I'm Leaving,Luke Combs,0
Look What God Gave Her,Thomas Rhett,0
One Man Band,Old Dominion,6
Good as You,Kane Brown,2
Talk You Out of It,Florida Georgia Line,2
I Hope,Gabby Barrett,3
Prayed for You,Matt Stell,0
Girl,Maren Morris,2
Chasin' You,Morgan Wallen,6
I Don't Know About You,Chris Lane,2
We Were,Keith Urban,0
Here Tonight,Brett Young,3
Ride Me Back Home,Willie Nelson,9
Every Little Thing,Russell Dickerson,0
Miss Me More,Kelsea Ballerini,0
Die from a Broken Heart,Maddie & Tae,6
Good Vibes,Chris Janson,0
Love You Too Late,Cole Swindell,0
Eyes On You,Chase Rice,6
Living,Dierks Bentley,3
Raised On Country,Chris Young,2
Some of It,Eric Church,0
Rearview Town,Jason Aldean,0
Take It from Me,Jordan Davis,0
Tip of My Tongue,Kenny Chesney,0
Make It Sweet,Old Dominion,2
Millionaire,Chris Stapleton,6
She Got the Best of Me,Luke Combs,0
On My Way To You,Cody Johnson,2
Down to the Honkytonk,Jake Owen,0
Southbound,Carrie Underwood,0
This Is It,Scotty McCreery,0
Remember You Young,Thomas Rhett,6
Kinfolks,Sam Hunt,0
It All Comes Out in the Wash,Miranda Lambert,2
Rednecker,Hardy,0
Homesick,Kane Brown,6
What Makes You Country,Luke Bryan,2
Night Shift,Jon Pardi,0
Buy My Own Drinks,Runaway June,2
Girl Like You,Jason Aldean,2
Trapper Man,Mark Knopfler,0
Catch,Brett Young,2
Homecoming Queen?,Kelsea Ballerini,6
Make Me Want to,Jimmie Allen,2
Thought About You,Tim McGraw,3
Love Someone,Brett Eldredge,2
Sixteen,Thomas Rhett,0
Love Wins,Carrie Underwood,3
Love Ain't,Eli Young Band,0
Heartache Medication,Jon Pardi,0
There Was This Girl,Riley Green,0
One That Got Away,Michael Ray,2
After a Few,Travis Denning,0
Mr. Lonely,Midland,0
Homemade,Jake Owen,0
To A T,Ryan Hurd,0
Best Shot,Jimmie Allen,6
Bluebird,Miranda Lambert,0
Every Little Honky Tonk Bar,George Strait,0
Back To Life,Rascal Flatts,9
Lose It,Kane Brown,0
Closer to You,Carly Pearce,0
Day Drunk,Morgan Evans,0
Good Girl,Dustin Lynch,0
Rainbow,Kacey Musgraves,6
Nothing To Do Town,Dylan Scott,0
Drunk Me,Mitchell Tenpenny,2
More Hearts Than Mine,Ingrid Andress,3
Somebody's Daughter,Tenille Townes,2
Slow Dance in a Parking Lot,Jordan Davis,0
Neon Church,Tim McGraw,0
We Back,Jason Aldean,2
Cry to Me,John Hiatt,0
The Difference,Tyler Rich,2
Lonely If You Are,Chase Rice,0
I Hope,Gabby Barrett,3
More Than My Hometown,Morgan Wallen,2
The Bones,Maren Morris,6
One Margarita,Luke Bryan,0
Good Time,Niko Moon,0
Chasin' You,Morgan Wallen,6
Hard to Forget,Sam Hunt,7
One Man Band,Old Dominion,6
Got What I Got,Jason Aldean,9
Die from a Broken Heart,Maddie & Tae,6
I Should Probably Go to Bed,Dan + Shay,6
Slow Dance in a Parking Lot,Jordan Davis,0
One Of Them Girls,Lee Brice,0
More Hearts Than Mine,Ingrid Andress,3
Here and Now,Kenny Chesney,2
Bluebird,Miranda Lambert,0
Kinfolks,Sam Hunt,0
Lovin' on You,Luke Combs,0
You Can't Rule Me,Lucinda Williams,2
I Love My Country,Florida Georgia Line,0
God Whispered Your Name,Keith Urban,6
Why We Drink,Justin Moore,0
Hole in the Bottle,Kelsea Ballerini,1
One Big Country Song,LoCash,6
Pretty Heart,Parker McCollum,0
Almost Maybes,Jordan Davis,0
Even Though I'm Leaving,Luke Combs,0
Cool Again,Kane Brown,0
One Night Standards,Ashley McBryde,0
Homesick,Kane Brown,6
I Called Mama,Tim McGraw,6
After a Few,Travis Denning,0
Six Feet Apart,Luke Combs,6
Some Girls,Jameson Rodgers,2
What She Wants Tonight,Luke Bryan,2
Heartache Medication,Jon Pardi,0
Starting Over,Chris Stapleton,6
We Didn't Have Much,Justin Moore,2
Love You Like I Used To,Russell Dickerson,2
We Back,Jason Aldean,2
7 Summers,Morgan Wallen,2
Catch,Brett Young,2
In Between,Scotty McCreery,3
Ride Me Back Home,Willie Nelson,9
Homecoming Queen?,Kelsea Ballerini,6
Homemade,Jake Owen,0
First Rose of Spring,Willie Nelson,6
Monsters,Eric Church,6
Everywhere But On,Matt Stell,0
She's Mine,Kip Moore,0
Done,Chris Janson,0
Lonely If You Are,Chase Rice,0
Getting Good,Lauren Alaina,0
I Wish Grandpas Never Died,Riley Green,2
Blessings,Florida Georgia Line,6
Lady,Brett Young,2
Make Me Want to,Jimmie Allen,2
Her World Or Mine,Michael Ray,6
The Good Ones,Gabby Barrett,3
What Could've Been,Gone West,6
Stick That In Your Country Song,Eric Church,3
No I In Beer,Brad Paisley,0
Better Together,Luke Combs,6
Tip of My Tongue,Kenny Chesney,0
All Night,Brothers Osborne,0
Remember You Young,Thomas Rhett,6
Drowning,Chris Young,3
Count on Me,The Lone Bellow,2
Beers And Sunshine,Darius Rucker,0
Drinking Alone,Carrie Underwood,9
Next Girl,Carly Pearce,2
We Were,Keith Urban,0
My Truck,Breland,0
Just About Over You,Priscilla Block,2
Betty,Taylor Swift,6
Happy Does,Kenny Chesney,0
To A T,Ryan Hurd,0
Forever After All,Luke Combs,0
To Hell & Back,Maren Morris,0
Forever After All,Luke Combs,0
Fancy Like,Walker Hayes,0
Glad You Exist,Dan + Shay,0
Things a Man Oughta Know,Lainey Wilson,6
I Hope,Gabby Barrett,3
Better Together,Luke Combs,6
The Good Ones,Gabby Barrett,3
You Time,Scotty McCreery,9
I Was on a Boat That Day,Old Dominion,2
My Boy,Elvie Shane,0
Freedom Was a Highway,Jimmie Allen,0
Settling Down,Miranda Lambert,0
Sand In My Boots,Morgan Wallen,3
Single Saturday Night,Cole Swindell,0
Hell Of A View,Eric Church,0
Almost Maybes,Jordan Davis,0
Steal My Love,Dan + Shay,2
Gone,Dierks Bentley,0
Country Again,Thomas Rhett,2
Tequila Little Time,Jon Pardi,0
Knowing You,Kenny Chesney,9
Whiskey And Rain,Michael Ray,0
Good Time,Niko Moon,0
Memory I Don't Mess With,Lee Brice,0
Breaking Up Was Easy In The 90's,Sam Hunt,2
You Should Probably Leave,Chris Stapleton,2
Wasted On You,Morgan Wallen,9
Blame It On You,Jason Aldean,0
Made for You,Jake Owen,6
Same Boat,Zac Brown Band,2
Good Things,Dan + Shay,0
We Didn't Have Much,Justin Moore,2
Waves,Luke Bryan,2
Just About Over You,Priscilla Block,2
Minimum Wage,Blake Shelton,0
Nobody,Dylan Scott,6
Down To One,Luke Bryan,0
Like A Lady,Lady A,0
More Than My Hometown,Morgan Wallen,2
What He Didn't Do,Carly Pearce,0
Somebody Like That,Tenille Arts,0
Lady,Brett Young,2
Long Live,Florida Georgia Line,0
Cold As You,Luke Combs,0
7 Summers,Morgan Wallen,2
Beers And Sunshine,Darius Rucker,0
Home Sweet,Russell Dickerson,0
"Wine, Beer, Whiskey",Little Big Town,7
To Be Loved By You,Parker McCollum,2
How They Remember You,Rascal Flatts,2
One Mississippi,Kane Brown,3
Give Heaven Some Hell,HARDY,0
Worship You,Kane Brown,6
Hole in the Bottle,Kelsea Ballerini,1
Happy Does,Kenny Chesney,0
I Should Probably Go to Bed,Dan + Shay,6
Lady Like,Ingrid Andress,3
Still Goin Down,Morgan Wallen,2
Pretty Heart,Parker McCollum,0
All Night,Brothers Osborne,0
Love You Like I Used To,Russell Dickerson,2
"Big, Big Plans",Chris Lane,0
865,Morgan Wallen,6
Warning,Morgan Wallen,6
Dangerous,Morgan Wallen,0
Am I The Only One,Aaron Lewis,6
One Of Them Girls,Lee Brice,0
Dicked Down In Dallas,Trey Lewis,3
Take Me Home For Christmas,Dan + Shay,0
It Wasn't Me,Shaggy,0
Angel,Shaggy,2
He Wasn't Man Enough,Toni Braxton,0
Love Don't Cost a Thing,Jennifer Lopez,7
Say My Name,Destiny's Child,0
Bag Lady,Erykah Badu,2
No More,Ruff Endz,0
Try Again,Aaliyah,1
Wifey,Next,0
Country Grammar (Hot Shit),Nelly,0
I Wanna Know,Joe,0
I Wish,Carl Thomas,3
Let's Get Married,Jagged Edge,0
Fill Me In,Craig David,0
7 Days,Craig David,0
I Wish,R. Kelly,0
He Can't Love U,Jagged Edge,1
Put It on Me,Ja Rule,0
It's Over Now,112,3
Liar,Profyle,0
(Hot S**t) Country Grammar,Nelly,0
Separated,Avant,0
No More (Baby I'ma Do Right),3LW,0
Shake Ya Ass,Mystikal,1
Promise,Jagged Edge,0
Wobble Wobble,504 Boyz,1
The Real Slim Shady,Eminem,0
None Of Ur Friends Business,Ginuwine,7
Shackles (Praise You),Mary Mary,0
Deep Inside,Mary J. Blige,0
Crazy,K-Ci & JoJo,7
E.I.,Nelly,1
I Don't Wanna,Aaliyah,2
No More Rain (In This Cloud),Angie Stone,0
Just Friends (Sunny),Musiq Soulchild,1
Caught Out There,Kelis,0
I Like It,Sammie,0
Just Be a Man About It,Toni Braxton,0
Dance Tonight,Lucy Pearl,0
Could It Be,Jaheim,0
Party Up (Up in Here),DMX,1
Whoa!,Black Rob,1
Mamacita,Public Announcement,1
As We Lay,Kelly Price,6
I Learned From The Best,Whitney Houston,3
Open My Heart,Yolanda Adams,6
Girls Dem Sugar,Beenie Man,0
The Light,Common,1
X,Xzibit,0
You Should've Told Me,Kelly Price,0
Dance with Me,Debelah Morgan,0
No Matter What They Say,Lil' Kim,1
Anything,Jay-Z,1
That's What I'm Looking For,Da Brat,0
Breathe and Stop,Q-Tip,0
Summer Rain,Carl Thomas,2
"Left, Right, Left",Drama,0
U Got It Bad,Usher,0
Fallin',Alicia Keys,9
U Remind Me,Usher,0
Always on Time,Ja Rule,1
Family Affair,Mary J. Blige,0
Promise,Jagged Edge,0
It's Over Now,112,3
Where the Party At,Jagged Edge,0
Differences,Ginuwine,6
Missing You,Case,0
Bootylicious,Destiny's Child,1
My Baby,Lil' Romeo,1
Peaches & Cream,112,1
Could It Be,Jaheim,0
More Than a Woman,Aaliyah,0
Rock the Boat,Aaliyah,3
Survivor,Destiny's Child,7
A Woman's Worth,Alicia Keys,0
Stranger in My House,Tamia,3
Hit 'Em Up Style (Oops!),Blu Cantrell,0
Heard It All Before,Sunshine Anderson,0
No More Drama,Mary J. Blige,1
"Girls, Girls, Girls",Jay-Z,1
Love,Musiq Soulchild,6
Ugly,Bubba Sparxxx,0
Someone to Call My Lover,Janet Jackson,0
Contagious,The Isley Brothers,3
Emotional,Carl Thomas,6
What Would You Do?,City High,7
The World's Greatest,R. Kelly,0
Southern Hospitality,Ludacris,1
One Woman Man,Dave Hollister,0
Rollout (My Business),Ludacris,7
Caramel,City High,1
"Lights, Camera, Action!",Mr. Cheeks,1
Butterflies,Michael Jackson,0
Break Ya Neck,Busta Rhymes,1
Take You Out,Luther Vandross,7
After Party,Koffee Brown,0
"So Fresh, So Clean",OutKast,1
Love Of My Life,Brian McKnight,6
Raise Up,Petey Pablo,1
Maybe I Deserve,Tank,0
Bad Intentions,Dr. Dre,0
Who's That Girl?,Eve,0
Free,Mýa,0
Feelin' on Yo Booty,R. Kelly,0
There She Goes,Babyface,0
The Way,Jill Scott,0
Emotion,Destiny's Child,2
I Like Them Girls,Tyrese,0
Who We Be,DMX,0
Until the End of Time,2Pac,1
Video,India.Arie,2
Just in Case,Jaheim,0
Soul Sista,Bilal,2
Ante Up,M.O.P.,1
Uh Huh,B2K,0
Goodbye,Jagged Edge,0
Foolish,Ashanti,0
Hot in Herre,Nelly,0
All I Have,Jennifer Lopez,0
Ignition,R. Kelly,0
Work It,Missy Elliott,1
Cry Me a River,Justin Timberlake,1
"Lights, Camera, Action!",Mr. Cheeks,1
Butterflies,Michael Jackson,0
U Don't Have to Call,Usher,0
Luv U Better,LL Cool J,1
Mesmerize,Ja Rule,1
Lose Yourself,Eminem,1
Addictive,Truth Hurts,1
Miss You,Aaliyah,0
Love of My Life (An Ode to Hip Hop),Erykah Badu,1
Nothin',N.O.R.E.,0
What About Us?,Brandy,1
Gimme the Light,Sean Paul,0
I Love You,Faith Evans,2
Halfcrazy,Musiq Soulchild,9
I Care 4 U,Aaliyah,9
Dontchange,Musiq,3
Happy,Ashanti,0
Still Fly,Big Tymers,2
Without Me,Eminem,0
Cleanin' Out My Closet,Eminem,2
Rollout (My Business),Ludacris,7
Rainy Dayz,Mary J. Blige,1
More Than A Woman,Aaliyah,0
Bouncin' Back (Bumpin' Me Against The Wall),Mystikal,1
Wanksta,50 Cent,0
Nothing in This World,Keke Wyatt,0
When the Last Time,Clipse,1
Break Ya Neck,Busta Rhymes,1
Through the Rain,Mariah Carey,6
Full Moon,Brandy,1
Makin' Good Love,Avant,0
Stingy,Ginuwine,2
Satisfaction,Eve,1
Brotha,Angie Stone,1
Sick of Being Lonely,Field Mob,0
Gone,*NSYNC,6
Grindin',Clipse,1
Paradise,LL Cool J,1
Fabulous,Jaheim,6
Gots Ta Be,B2K,0
Someone to Love You,Ruff Endz,4
No More Drama,Mary J. Blige,1
Braid My Hair,Mario,0
I Should Be...,Dru Hill,2
Why I Love You,B2K,0
Made You Look,Nas,1
One Mic,Nas,1
In Da Club,50 Cent,1
Hey Ya!,OutKast,0
Slow Jamz,Twista,1
Miss You,Aaliyah,0
Get Busy,Sean Paul,0
Milkshake,Kelis,0
Turn Me On,Kevin Lyttle,0
You Don't Know My Name,Alicia Keys,2
Ignition,R. Kelly,0
P.I.M.P.,50 Cent,1
Right Thurr,Chingy,1
So Gone,Monica,0
"Me, Myself and I",Beyoncé,0
Excuse Me Miss,Jay-Z,1
Step in the Name of Love,R. Kelly,6
Walked Outta Heaven,Jagged Edge,1
Superstar,Ruben Studdard,6
Rock Wit U (Awww Baby),Ashanti,0
Rain on Me,Ashanti,0
Beautiful,Snoop Dogg,0
Wanksta,50 Cent,0
Fuck It (I Don't Want You Back),Eamon,0
How You Gonna Act Like That,Tyrese,0
"Never Leave You (Uh Oooh, Uh Oooh)",Lumidee,1
In Those Jeans,Ginuwine,6
I Should Be...,Dru Hill,2
Change Clothes,Jay-Z,0
Read Your Mind,Avant,0
Salt Shaker,Ying Yang Twins,1
I Can,Nas,0
Like Glue,Sean Paul,1
Through the Wire,Kanye West,1
Be Faithful,Fatman Scoop,1
Thoia Thoing,R. Kelly,1
Put That Woman First,Jaheim,0
No Letting Go,Wayne Wonder,3
Runnin' (Dying to Live),2Pac,1
Sick Of Being Lonely,Field Mob,0
Love @ 1st Sight,Mary J. Blige,0
Say Yes,Floetry,4
Cry Me A River,Justin Timberlake,1
Made You Look,Nas,1
Wat da Hook Gon Be,Murphy Lee,1
My Love Is Like...Wo,Mýa,0
Emotional Rollercoaster,Vivian Green,0
Pump It Up,Joe Budden,1
Bad Boy This Bad Boy That,Bad Boy's Da Band,1
Clap Back,Ja Rule,1
More & More,Joe,0
Girlfriend,B2K,1
Business,Eminem,1
Ooh!,Mary J. Blige,3
I Wish I Wasn't,Heather Headley,6
Signs Of Love Makin',Tyrese,0
Dance with My Father,Luther Vandross,6
Act a Fool,Ludacris,1
Let Me Love You,Mario,0
Burn,Usher,0
Drop It Like It's Hot,Snoop Dogg,1
Lean Back,Terror Squad,1
I Don't Wanna Know,Mario Winans,0
If I Ain't Got You,Alicia Keys,9
"Me, Myself And I",Beyoncé,0
How We Do,The Game,1
Overnight Celebrity,Twista,1
Disco Inferno,50 Cent,1
Jesus Walks,Kanye West,1
Splash Waterfalls,Ludacris,1
Sorry 2004,Ruben Studdard,0
Rich Girl,Gwen Stefani,0
Dirt Off Your Shoulder,Jay-Z,1
Milkshake,Kelis,0
Lose My Breath,Destiny's Child,3
Naughty Girl,Beyoncé,2
On Fire,Lloyd Banks,1
All Falls Down,Kanye West,1
Caught Up,Usher,0
Breathe,Fabolous,1
Through The Wire,Kanye West,1
Charlene,Anthony Hamilton,1
Dip It Low,Christina Milian,2
Hey Ya!,Outkast,0
Headsprung,LL Cool J,0
U Should've Known Better,Monica,0
Get Back,Ludacris,1
Shorty Wanna Ride,Young Buck,1
Gasolina,Daddy Yankee,0
Some Cut,Trillville,1
U Saved Me,R. Kelly,6
No Problem,Lil Scrappy,1
My Band,D12,0
Dangerously In Love,Beyoncé,6
Karma,Alicia Keys,0
Balla Baby,Chingy,0
Welcome Back,Mase,1
Rubber Band Man,T.I.,1
Let Me In,Young Buck,1
Flap Your Wings,Nelly,0
Just Lose It,Eminem,0
Turn Me On,Kevin Lyttle,0
Let's Get Away,T.I.,1
I Want You,Janet Jackson,9
We Belong Together,Mariah Carey,0
Let Me Love You,Mario,0
Gold Digger,Kanye West,1
Check On It,Beyoncé,1
So Sick,Ne-Yo,1
Stickwitu,The Pussycat Dolls,6
Grillz,Nelly,1
Be without You,Mary J. Blige,0
Shake It Off,Mariah Carey,0
1 Thing,Amerie,1
Just a Lil Bit,50 Cent,1
Disco Inferno,50 Cent,1
Hollaback Girl,Gwen Stefani,0
One Wish,Ray J,1
When I'm Gone,Eminem,1
Cater 2 U,Destiny's Child,1
Wait (The Whisper Song),Ying Yang Twins,1
Grind with Me,Pretty Ricky,3
Play,David Banner,0
U Don't Know Me,T.I.,1
Touch It,Busta Rhymes,1
Ordinary People,John Legend,9
Naked,Marques Houston,1
I Should Have Cheated,Keyshia Cole,2
Laffy Taffy,D4L,1
Girl,Destiny's Child,0
Get Back,Ludacris,1
We Be Burnin',Sean Paul,0
Number One Spot,Ludacris,1
Lighters Up,Lil' Kim,1
It's Like That,Mariah Carey,0
Must Be Nice,Lyfe Jennings,1
Dreams,The Game,1
Pon de Replay,Rihanna,1
So Seductive,Tony Yayo,1
Caught Up,Usher,0
Window Shopper,50 Cent,1
Love,Keyshia Cole,3
Girlfight,Brooke Valentine,1
O,Omarion,0
How Could You,Mario,0
Dem Boyz,Boyz N Da Hood,1
Rompe,Daddy Yankee,2
Luxurious,Gwen Stefani,0
Heard 'Em Say,Kanye West,1
Back Then,Mike Jones,1
In The Kitchen,R. Kelly,6
Baby Mama,Fantasia,0
Your Body,Pretty Ricky,0
Badd,Ying Yang Twins,1
Be Without You,Mary J. Blige,0
Irreplaceable,Beyoncé,1
Smack That,Akon,0
I Wanna Love You,Akon,0
What You Know,T.I.,3
Me & U,Cassie,0
Fergalicious,Fergie,1
Sexy Love,Ne-Yo,6
Sexy Can I,Ray J,1
Say Goodbye,Chris Brown,0
Yo (Excuse Me Miss),Chris Brown,1
"Lean wit It, Rock wit It",Dem Franchize Boyz,1
Runaway Love,Ludacris,1
So Sick,Ne-Yo,1
Temperature,Sean Paul,0
Walk It Out,Unk,0
Touch It,Busta Rhymes,1
Love,Keyshia Cole,3
Ridin',Chamillionaire,1
Lost without U,Robin Thicke,0
We Fly High,Jim Jones,1
You,Lloyd,1
Ring the Alarm,Beyoncé,1
Ice Box,Omarion,0
SexyBack,Justin Timberlake,0
So What,Field Mob,0
Show Me What You Got,Jay-Z,1
Throw Some D's,Rich Boy,1
Ms. New Booty,Bubba Sparxxx,1
Gimme That,Chris Brown,0
Looking For You,Kirk Franklin,0
When You're Mad,Ne-Yo,1
Why You Wanna,T.I.,1
Promise,Ciara,0
Gettin' Some,Shawnna,1
Make It Rain,Fat Joe,2
Take Me as I Am,Mary J. Blige,0
Say I,Christina Milian,7
Unfaithful,Rihanna,6
Promiscuous,Nelly Furtado,0
Gotta Go,Trey Songz,7
Poppin' My Collar,Three 6 Mafia,7
Chain Hang Low,Jibbs,1
The Way I Live,Baby Boy da Prince,1
Rodeo,Juvenile,9
Good Luck Charm,Jagged Edge,3
Rock Yo Hips,Crime Mob,1
4 Minutes,Avant,0
Fireman,Lil Wayne,1
Hustlin',Rick Ross,1
Top Back,T.I.,1
Unappreciated,Cherish,0
In My Mind,Heather Headley,6
Touch the Sky,Kanye West,4
Back Like That,Ghostface Killah,1
Poppin',Chris Brown,0
I Call It Love,Lionel Richie,1
Change Me,Ruben Studdard,0
Lost Without U,Robin Thicke,0
Bleeding Love,Leona Lewis,3
Low,Flo Rida,3
No One,Alicia Keys,3
Apologize,Timbaland,3
With You,Chris Brown,0
Bed,J. Holiday,0
This Is Why I'm Hot,Mims,7
Let It Go,Keyshia Cole,1
Good Life,Kanye West,1
Party Like a Rockstar,Shop Boyz,7
Sensual Seduction,Snoop Dogg,0
Clumsy,Fergie,2
Take You There,Sean Kingston,0
Because of You,Ne-Yo,0
Ice Box,Omarion,0
"Pop, Lock & Drop It",Huey,2
Until the End of Time,Justin Timberlake,0
Just Fine,Mary J. Blige,0
Beautiful Girls,Sean Kingston,0
B.U.D.D.Y.,Musiq Soulchild,1
Like This,Mims,1
Duffle Bag Boy,Playaz Circle,2
Like a Boy,Ciara,3
Get It Shawty,Lloyd,1
Teachme,Musiq Soulchild,9
Please Don't Go,Tank,4
Do You,Ne-Yo,0
Like You'll Never See Me Again,Alicia Keys,3
On the Hotline,Pretty Ricky,0
Better in Time,Leona Lewis,2
A Bay Bay,Hurricane Chris,1
Suffocate,J. Holiday,1
2 Step,Unk,0
Shoulda Let You Go,Keyshia Cole,3
Stronger,Kanye West,1
I Remember,Keyshia Cole,6
I Get Money,50 Cent,1
Top Back,T.I.,1
Roc Boys (And The Winner Is)...,Jay-Z,1
Can U Believe,Robin Thicke,6
Tambourine,Eve,1
Homecoming,Kanye West,1
Get Me Bodied,Beyoncé,1
And I Am Telling You I'm Not Going,Jennifer Hudson,2
Crying Out for Me,Mario,0
If I Was Your Man,Joe,6
Hood Figga,Gorilla Zoe,2
How Do I Breathe,Mario,0
Give It to Me,Timbaland,0
In My Songs,Gerald Levert,9
30 Something,Jay-Z,1
Wall To Wall,Chris Brown,2
Money In The Bank,Swizz Beatz,1
Just Dance,Lady Gaga,0
Single Ladies (Put a Ring on It),Beyoncé,1
Like You'll Never See Me Again,Alicia Keys,3
I Remember,Keyshia Cole,6
Take a Bow,Rihanna,0
Whatever You Like,T.I.,0
Miss Independent,Ne-Yo,2
Touch My Body,Mariah Carey,0
Heartless,Kanye West,0
Suffocate,J. Holiday,1
Dead and Gone,T.I.,7
A Milli,Lil Wayne,1
Day 'N' Nite,Kid Cudi,0
Just Fine,Mary J. Blige,0
Heaven Sent,Keyshia Cole,0
Mad,Ne-Yo,2
I Luv Your Girl,The-Dream,6
Sensual Seduction,Snoop Dogg,0
Crying Out For Me,Mario,0
Diva,Beyoncé,1
With You,Chris Brown,0
Rehab,Rihanna,0
Falsetto,The-Dream,0
The Way That I Love You,Ashanti,0
Get Like Me,David Banner,1
If I Were a Boy,Beyoncé,0
Beautiful,Akon,0
Bust Your Windows,Jazmine Sullivan,0
Take You Down,Chris Brown,0
Teenage Love Affair,Alicia Keys,1
Closer,Ne-Yo,0
Dey Know,Shawty Lo,1
Superwoman,Alicia Keys,2
Never,Jaheim,6
One More Drink,Ludacris,1
Magic,Robin Thicke,0
Love Lockdown,Kanye West,3
Get Silly,V.I.C.,1
When It Hurts,Avant,6
Work That,Mary J. Blige,0
Woman,Raheem DeVaughn,1
Last Time,Trey Songz,0
Moving Mountains,Usher,0
Never Never Land,Lyfe Jennings,0
Music For Love,Mario,0
Right Here (Departed),Brandy,3
Put It on Ya,Plies,0
The Sweetest Love,Robin Thicke,6
Did You Wrong,Pleasure P,3
Trading Places,Usher,3
Umma Do Me,Rocko,1
Get Up,50 Cent,1
Never Would Have Made It,Marvin Sapp,2
Paper Planes,M.I.A.,1
Honey,Erykah Badu,1
Just Like Me,Jamie Foxx,0
Bye Bye,Mariah Carey,0
Knock You Down,Keri Hilson,2
Blame It,Jamie Foxx,2
Best I Ever Had,Drake,1
BedRock,Young Money,1
Birthday Sex,Jeremih,0
How Low,Ludacris,0
Every Girl,Young Money,1
Pretty Wings,Maxwell,3
Hard,Rihanna,7
Papers,Usher,3
I Love College,Asher Roth,1
Empire State of Mind (Part II) Broken Down,Alicia Keys,6
Heartless,Kanye West,0
Mad,Ne-Yo,2
Boyfriend #2,Pleasure P,0
Ego,Beyoncé,1
Day 'N' Nite,Kid Cudi,0
You Complete Me,Keyshia Cole,0
Wasted,Gucci Mane,7
Obsessed,Mariah Carey,7
If This Isn't Love,Jennifer Hudson,3
I Am,Mary J. Blige,1
Trust,Keyshia Cole,0
It Kills Me,Melanie Fiona,0
I Need a Girl,Trey Songz,0
Million Dollar Bill,Whitney Houston,0
Halo,Beyoncé,0
Under,Pleasure P,0
Try Sleeping with a Broken Heart,Alicia Keys,0
sobeautiful,Musiq Soulchild,3
There Goes My Baby,Charlie Wilson,0
I Wanna Rock,Snoop Dogg,1
"Lions, Tigers & Bears",Jazmine Sullivan,9
Here I Stand,Usher,6
Not Anymore,LeToya,2
Stanky Legg,GS Boyz,1
The Point Of It All,Anthony Hamilton,6
Make Me,Janet Jackson,1
Epiphany (I'm Leaving),Chrisette Michele,7
I Look Good,Chalie Boy,1
Gangsta Luv,Snoop Dogg,1
Plenty Money,Plies,3
Close To You,BeBe & CeCe Winans,3
I Look to You,Whitney Houston,6
Imma Star (Everywhere We Are),Jeremih,0
It Kills Me,Melanie Fiona,0
